x,y,z
2004,22673,30026
34782,30416,8531
5042,47168,43403
22956,40982,38416
49566,19676,33732
59540,4329,5415
44876,8553,32512
20716,50371,51039
7548,23028,25312
47027,33418,9806
36957,12376,30907
14243,20123,61372
19305,14387,25714
47318,19040,58912
41714,41041,27464
14300,48420,58466
10778,14465,4284
44420,39268,7821
23397,22163,44707
59477,14103,14791
6011,42852,6981
9067,57645,21328
8346,22337,33740
58719,18897,54322
4431,25801,33127
2835,8135,34218
44987,41113,10983
45502,36845,58282
28246,45792,59081
43470,43744,52998
12599,23468,32790
10000,50062,30221
37784,23553,12788
36544,63704,25429
50733,3986,12360
36726,3621,63137
24656,56840,10472
20600,58911,55529
30650,48183,30909
48307,3415,24447
32881,35344,54778
19237,63188,2752
56341,21405,46634
52043,15815,23251
7466,51609,50514
32849,9684,18892
50469,16000,51137
48626,27329,50977
18501,2783,55886
53770,49567,58868
60692,21212,53390
34654,19536,4378
64432,4991,41801
62679,22275,58897
22540,39788,42260
62359,47791,38670
7175,44590,62803
28093,51300,16624
14620,10209,46996
26143,46285,24432
13150,57328,4038
14952,2303,27657
5220,61199,34113
8975,29874,49021
24408,14154,58556
49652,51037,46579
61621,14261,55658
10652,6528,8519
32226,64627,2811
1099,24899,5912
51744,32997,31599
26901,52752,64716
14730,38920,21417
21184,12574,28961
34115,21059,10487
23192,60517,40732
56801,63058,3632
37266,31382,52402
30104,55708,26500
61003,601,30700
44466,61757,16523
15366,38470,11183
64010,52151,35762
28080,42698,12762
21164,5945,46707
29058,32743,51731
12827,38973,28656
41427,9515,5509
62984,15863,956
50497,43892,44395
29490,43365,7980
17185,24324,58260
35638,21673,6508
37951,16420,37888
23059,25343,17164
33007,27153,38620
31431,9232,2897
13103,1285,56521
58775,17329,473
31696,59430,48975
30947,46665,55872
34920,18082,55201
46484,53061,57357
7813,38395,32166
64871,47825,16599
13101,50046,49811
64823,47970,22029
27181,54042,1992
19982,60907,53569
64464,33127,41894
31447,42775,45804
30255,64563,11853
30365,57034,52069
25407,16800,14189
10579,51633,45931
23601,5826,26388
32408,13645,1368
40558,61870,39946
36618,25765,31844
23566,13923,63343
39943,6254,8247
28593,32219,43924
9956,35834,53151
39767,60871,26047
36526,38915,5687
39629,7917,56934
60620,21546,43097
55772,42298,51901
35987,26561,35728
63925,60715,50669
55743,63994,40760
25378,11977,10965
65507,2349,62930
55927,64727,31159
58789,52513,61832
54897,39114,52560
27765,35999,58516
23447,17960,64190
39349,18061,33460
55368,7285,46528
12492,35770,14215
38654,27469,24653
27117,2121,52554
16909,35846,38221
18290,58941,29475
3703,10592,23389
41608,22941,58568
7162,31021,21634
34637,20902,20255
17536,58451,52326
55563,12909,53408
45407,5432,65266
20612,529,25022
59898,7797,55568
10865,40838,31761
10709,42827,22881
23699,34358,426
63737,36018,64753
34428,9444,59194
26957,54584,63867
41995,28385,33130
49296,29621,44366
24048,27521,19110
24174,37451,23969
36368,46671,32580
58666,49886,40761
863,30002,58038
44509,15421,41992
49175,38492,5933
29502,59537,37099
46434,2156,35228
27940,2912,41435
51306,12445,495
40686,58182,36012
42764,50693,50148
50380,47720,26026
22848,17775,187
48476,42341,20886
13347,14186,2245
41819,2202,35566
57230,6439,26968
17929,7938,40917
14017,1786,61444
47365,51473,7121
63426,53394,57992
24615,34012,39307
46279,15185,33018
5138,54588,15034
60334,5897,42533
3128,40460,44630
43695,5292,60161
20330,1191,36246
60694,21518,55256
28606,3109,24949
3412,51771,27088
36852,16408,53619
36850,27272,36264
42898,28330,50608
38382,43924,52872
63209,60066,65328
58228,9953,59983
14648,43751,45803
7007,16881,30315
11834,22227,46768
62356,47504,39619
49015,52500,39829
54587,13897,29290
47696,21357,31113
12759,23531,59147
50450,56318,14109
7777,44528,15618
42662,6654,8230
31146,11603,30110
55739,7862,30530
37474,35850,9451
56475,36453,31559
40045,21431,16791
47827,712,43920
42601,60296,61466
51770,27590,59694
13813,9974,7566
8898,23991,34099
27879,26056,45355
6393,49060,44061
33553,20801,14132
18735,3691,49728
1517,56509,47104
32903,52051,62078
18246,15084,32724
5686,65364,3575
41590,42948,56199
61594,42212,47216
59531,51309,25874
39324,57914,54003
32664,50088,24482
52850,8450,63944
24710,6855,53295
53913,28440,54397
54246,15317,24681
63067,33367,59887
28882,4191,48749
20760,63507,34134
5564,30195,54521
17300,11700,29069
48327,19574,48134
37937,53495,50955
65394,23236,3313
37189,43670,43758
33575,46288,37764
17744,7694,12777
16398,62859,31910
23450,3300,24454
63045,59294,56611
29873,24838,42767
5879,15497,49738
15017,4429,59085
38037,36167,44684
25140,56487,46217
64319,44665,54477
43941,55626,54995
62862,2861,59581
26207,4260,62233
16223,36030,54592
61127,7515,28938
62708,53407,41913
33148,59229,22693
31033,29827,63539
37001,49017,59578
12260,33175,52085
19323,35058,46466
58422,32708,44789
17819,6371,8179
18975,62561,54203
62193,40286,1962
50404,498,17625
15809,18242,47004
2337,5493,7802
43603,18029,2282
36393,56120,7807
15835,43591,41040
54785,64449,18758
38771,42593,34769
33759,39209,61662
51155,58955,45488
5788,62954,13356
60824,26257,24385
28704,362,19817
34741,61951,12516
30722,61895,1006
27188,49052,38765
31582,242,12784
48001,15707,33744
40716,3436,46007
17581,15584,65016
17788,6826,53172
14415,27641,31547
23467,18159,41735
44406,46143,32250
197,3698,38598
26867,49922,15860
52009,24215,62245
44745,11890,29648
56410,65487,40609
7228,39557,46318
31662,3009,24754
2691,24157,22831
21689,10291,6057
47098,44025,41486
51630,49290,41938
43955,38438,19878
20526,35450,405
57817,57069,59253
45090,49403,23145
28944,25733,41478
29881,62758,58567
47223,14076,40097
34080,30809,62027
30728,33139,56817
9044,40846,40543
45130,63386,19671
39056,22341,21092
56659,61945,21
7920,30091,5499
36216,6575,54511
59560,29764,17088
49932,42761,65528
1337,12200,37463
52932,26572,65020
38887,31640,44857
10657,46998,63437
49874,13699,42227
45657,20421,58115
51048,42937,62157
34442,5751,15964
50157,9319,42670
9069,3682,5610
2298,8804,36769
63235,48248,33065
45140,63962,64792
8816,60812,60045
13702,10171,15229
49649,63317,46790
37925,49818,26656
36146,19089,34105
9095,60470,115
54746,32385,39479
58403,20069,3165
42507,55836,23723
8344,1868,52416
64767,49213,30167
65452,45356,26733
58406,4611,54271
667,61521,57219
47386,54566,24113
32691,64047,60930
3970,8917,59755
53404,35542,60991
53358,64124,47644
61390,2000,53702
21064,27992,11189
3777,43650,56058
14441,27658,29014
10380,20888,15005
2782,6088,53663
41418,47983,10338
57431,13723,39160
32700,16562,60057
9522,13436,55821
41457,24473,13758
37800,3180,7955
53696,13050,61075
22323,31915,4106
30436,41016,17379
40080,25133,1303
40291,28146,60373
24822,29815,54317
42906,50946,59904
14190,34352,62563
15736,4215,56755
59248,59648,5581
10376,695,47899
14878,57568,64310
32387,29255,46162
5758,53594,21348
20471,23704,57702
60296,33967,19533
52504,38803,13038
22433,47768,62814
25478,10058,10142
25252,10486,53366
53313,29060,54267
33629,3024,65534
51057,38129,57759
39995,35975,15736
2418,21819,57858
28036,47561,22939
23147,26953,43703
29041,19540,4636
31467,48039,62557
35312,26565,36459
40730,38227,54865
40781,9297,34898
50398,61832,39272
33953,42797,23852
54326,6413,30026
17756,23041,8531
45646,58635,43403
51544,27018,38416
41874,14552,33732
54750,41665,5415
46307,13638,32512
51538,2921,51039
60018,60150,25312
41203,61985,9806
19460,1815,30907
4584,52272,61372
31685,50552,25714
31443,21236,58912
42351,15677,27464
21334,41027,58466
39269,61594,4284
35143,4600,7821
60264,25060,44707
18199,12575,14791
49509,48205,6981
2531,10800,21328
46774,33192,33740
48361,37787,54322
657,58189,33127
12090,44107,34218
9112,47030,10983
36107,30400,58282
28726,6050,59081
33750,65015,52998
45602,6213,32790
53527,33349,30221
41856,39853,12788
43646,42803,25429
4665,38216,12360
16119,38373,63137
47941,40439,10472
25547,25052,55529
45973,57552,30909
12973,53672,24447
58677,43932,54778
367,15089,2752
37077,4486,46634
44581,10619,23251
28056,34984,50514
28204,55528,18892
39406,29539,51137
46841,29782,50977
9594,7099,55886
20338,32904,58868
36502,18551,53390
46668,4968,4378
41224,53279,41801
54261,57961,58897
50475,15225,42260
30482,26312,38670
32049,51594,62803
44825,61248,16624
11099,49303,46996
23993,63655,24432
26654,50092,4038
7990,51498,27657
21145,11145,34113
53746,26880,49021
2196,3969,58556
44001,893,46579
12495,58504,55658
62350,9849,8519
1623,38625,2811
40040,65462,5912
30178,16270,31599
33836,16690,64716
47684,14704,21417
49047,39074,28961
23356,64275,10487
19620,37799,40732
45035,56260,3632
31423,42929,52402
37295,50728,26500
40713,14786,30700
59421,36814,16523
44282,56237,11183
47491,8398,35762
10084,37060,12762
45913,49456,46707
63340,22673,51731
22534,30416,28656
14967,47168,5509
58164,40982,956
11575,19676,44395
26368,4329,7980
20882,8553,58260
29854,50371,6508
30567,23028,37888
4386,33418,17164
40610,12376,38620
10443,20123,2897
41647,14387,56521
53067,19040,473
56633,41041,48975
21008,48420,55872
42048,14465,55201
52865,39268,57357
12118,22163,32166
55512,14103,16599
35791,42852,49811
1266,57645,22029
38259,22337,1992
9175,18897,53569
9435,25801,41894
9631,8135,45804
6754,41113,11853
23239,36845,52069
12978,45792,14189
10790,43744,45931
8132,23468,26388
50492,50062,1368
11842,23553,39946
38164,63704,31844
1542,3986,63343
55607,3621,8247
43424,56840,43924
20630,58911,53151
5466,48183,26047
51507,3415,5687
55457,35344,56934
38270,63188,43097
8679,21405,51901
2004,15815,35728
34782,51609,50669
5042,9684,40760
22956,16000,10965
49566,27329,62930
59540,2783,31159
44876,49567,61832
20716,21212,52560
7548,19536,58516
47027,4991,64190
36957,22275,33460
14243,39788,46528
19305,47791,14215
47318,44590,24653
41714,51300,52554
14300,10209,38221
10778,46285,29475
44420,57328,23389
23397,2303,58568
59477,61199,21634
6011,29874,20255
9067,14154,52326
8346,51037,53408
58719,14261,65266
4431,6528,25022
2835,64627,55568
44987,24899,31761
45502,32997,22881
28246,52752,426
43470,38920,64753
12599,12574,59194
10000,21059,63867
37784,60517,33130
36544,63058,44366
50733,31382,19110
36726,55708,23969
24656,601,32580
20600,61757,40761
30650,38470,58038
48307,52151,41992
32881,42698,5933
19237,5945,37099
56341,32743,35228
52043,38973,41435
7466,9515,495
32849,15863,36012
50469,43892,50148
48626,43365,26026
18501,24324,187
53770,21673,20886
60692,16420,2245
34654,25343,35566
64432,27153,26968
62679,9232,40917
22540,1285,61444
62359,17329,7121
7175,59430,57992
28093,46665,39307
14620,18082,33018
26143,53061,15034
13150,38395,42533
14952,47825,44630
5220,50046,60161
8975,47970,36246
24408,54042,55256
49652,60907,24949
61621,33127,27088
10652,42775,53619
32226,64563,36264
1099,57034,50608
51744,16800,52872
26901,51633,65328
14730,5826,59983
21184,13645,45803
34115,61870,30315
23192,25765,46768
56801,13923,39619
37266,6254,39829
30104,32219,29290
61003,35834,31113
44466,60871,59147
15366,38915,14109
64010,7917,15618
28080,21546,8230
21164,42298,30110
29058,26561,30530
12827,60715,9451
41427,63994,31559
62984,11977,16791
50497,2349,43920
29490,64727,61466
17185,52513,59694
35638,39114,7566
37951,35999,34099
23059,17960,45355
33007,18061,44061
31431,7285,14132
13103,35770,49728
58775,27469,47104
31696,2121,62078
30947,35846,32724
34920,58941,3575
46484,10592,56199
7813,22941,47216
64871,31021,25874
13101,20902,54003
64823,58451,24482
27181,12909,63944
19982,5432,53295
64464,529,54397
31447,7797,24681
30255,40838,59887
30365,42827,48749
25407,34358,34134
10579,36018,54521
23601,9444,29069
32408,54584,48134
40558,28385,50955
36618,29621,3313
23566,27521,43758
39943,37451,37764
28593,46671,12777
9956,49886,31910
39767,30002,24454
36526,15421,56611
39629,38492,42767
60620,59537,49738
55772,2156,59085
35987,2912,44684
63925,12445,46217
55743,58182,54477
25378,50693,54995
65507,47720,59581
55927,17775,62233
58789,42341,54592
54897,14186,28938
27765,2202,41913
23447,6439,22693
39349,7938,63539
55368,1786,59578
12492,51473,52085
38654,53394,46466
27117,34012,44789
16909,15185,8179
18290,54588,54203
3703,5897,1962
41608,40460,17625
7162,5292,47004
34637,1191,7802
17536,21518,2282
55563,3109,7807
45407,51771,41040
20612,16408,18758
59898,27272,34769
10865,28330,61662
10709,43924,45488
23699,60066,13356
63737,9953,24385
34428,43751,19817
26957,16881,12516
41995,22227,1006
49296,47504,38765
24048,52500,12784
24174,13897,33744
36368,21357,46007
58666,23531,65016
863,56318,53172
44509,44528,31547
49175,6654,41735
29502,11603,32250
46434,7862,38598
27940,35850,15860
51306,36453,62245
40686,21431,29648
42764,712,40609
50380,60296,46318
22848,27590,24754
48476,9974,22831
13347,23991,6057
41819,26056,41486
57230,49060,41938
17929,20801,19878
14017,3691,405
47365,56509,59253
63426,52051,23145
24615,15084,41478
46279,65364,58567
5138,42948,40097
60334,42212,62027
3128,51309,56817
43695,57914,40543
20330,50088,19671
60694,8450,21092
28606,6855,21
3412,28440,5499
36852,15317,54511
36850,33367,17088
42898,4191,65528
38382,63507,37463
63209,30195,65020
58228,11700,44857
14648,19574,63437
7007,53495,42227
11834,23236,58115
62356,43670,62157
49015,46288,15964
54587,7694,42670
47696,62859,5610
12759,3300,36769
50450,59294,33065
7777,24838,64792
42662,15497,60045
31146,4429,15229
55739,36167,46790
37474,56487,26656
56475,44665,34105
40045,55626,115
47827,2861,39479
42601,4260,3165
51770,36030,23723
13813,7515,52416
8898,53407,30167
27879,59229,26733
6393,29827,54271
33553,49017,57219
18735,33175,24113
1517,35058,60930
32903,32708,59755
18246,6371,60991
5686,62561,47644
41590,40286,53702
61594,498,11189
59531,18242,56058
39324,5493,29014
32664,18029,15005
52850,56120,53663
24710,43591,10338
53913,64449,39160
54246,42593,60057
63067,39209,55821
28882,58955,13758
20760,62954,7955
5564,26257,61075
17300,362,4106
48327,61951,17379
37937,61895,1303
65394,49052,60373
37189,242,54317
33575,15707,59904
17744,3436,62563
16398,15584,56755
23450,6826,5581
63045,27641,47899
29873,18159,64310
5879,46143,46162
15017,3698,21348
38037,49922,57702
25140,24215,19533
64319,11890,13038
43941,65487,62814
62862,39557,10142
26207,3009,53366
16223,24157,54267
61127,10291,65534
62708,44025,57759
33148,49290,15736
31033,38438,57858
37001,35450,22939
12260,57069,43703
19323,49403,4636
58422,25733,62557
17819,62758,36459
18975,14076,54865
62193,30809,34898
50404,33139,39272
15809,40846,23852
2337,63386,30026
43603,22341,8531
36393,61945,43403
15835,30091,38416
54785,6575,33732
38771,29764,5415
33759,42761,32512
51155,12200,51039
5788,26572,25312
60824,31640,9806
28704,46998,30907
34741,13699,61372
30722,20421,25714
27188,42937,58912
31582,5751,27464
48001,9319,58466
40716,3682,4284
17581,8804,7821
17788,48248,44707
14415,63962,14791
23467,60812,6981
44406,10171,21328
197,63317,33740
26867,49818,54322
52009,19089,33127
44745,60470,34218
56410,32385,10983
7228,20069,58282
31662,55836,59081
2691,1868,52998
21689,49213,32790
47098,45356,30221
51630,4611,12788
43955,61521,25429
20526,54566,12360
57817,64047,63137
45090,8917,10472
28944,35542,55529
29881,64124,30909
47223,2000,24447
34080,27992,54778
30728,43650,2752
9044,27658,46634
45130,20888,23251
39056,6088,50514
56659,47983,18892
7920,13723,51137
36216,16562,50977
59560,13436,55886
49932,24473,58868
1337,3180,53390
52932,13050,4378
38887,31915,41801
10657,41016,58897
49874,25133,42260
45657,28146,38670
51048,29815,62803
34442,50946,16624
50157,34352,46996
9069,4215,24432
2298,59648,4038
63235,695,27657
45140,57568,34113
8816,29255,49021
13702,53594,58556
49649,23704,46579
37925,33967,55658
36146,38803,8519
9095,47768,2811
54746,10058,5912
58403,10486,31599
42507,29060,64716
8344,3024,21417
64767,38129,28961
65452,35975,10487
58406,21819,40732
667,47561,3632
47386,26953,52402
32691,19540,26500
3970,48039,30700
53404,26565,16523
53358,38227,11183
61390,9297,35762
21064,61832,12762
3777,42797,46707
14441,6413,51731
10380,23041,28656
2782,58635,5509
41418,27018,956
57431,14552,44395
32700,41665,7980
9522,13638,58260
41457,2921,6508
37800,60150,37888
53696,61985,17164
22323,1815,38620
30436,52272,2897
40080,50552,56521
40291,21236,473
24822,15677,48975
42906,41027,55872
14190,61594,55201
15736,4600,57357
59248,25060,32166
10376,12575,16599
14878,48205,49811
32387,10800,22029
5758,33192,1992
20471,37787,53569
60296,58189,41894
52504,44107,45804
22433,47030,11853
25478,30400,52069
25252,6050,14189
53313,65015,45931
33629,6213,26388
51057,33349,1368
39995,39853,39946
2418,42803,31844
28036,38216,63343
23147,38373,8247
29041,40439,43924
31467,25052,53151
35312,57552,26047
40730,53672,5687
40781,43932,56934
50398,15089,43097
33953,4486,51901
54326,10619,35728
17756,34984,50669
45646,55528,40760
51544,29539,10965
41874,29782,62930
54750,7099,31159
46307,32904,61832
51538,18551,52560
60018,4968,58516
41203,53279,64190
19460,57961,33460
4584,15225,46528
31685,26312,14215
31443,51594,24653
42351,61248,52554
21334,49303,38221
39269,63655,29475
35143,50092,23389
60264,51498,58568
18199,11145,21634
49509,26880,20255
2531,3969,52326
46774,893,53408
48361,58504,65266
657,9849,25022
12090,38625,55568
9112,65462,31761
36107,16270,22881
28726,16690,426
33750,14704,64753
45602,39074,59194
53527,64275,63867
41856,37799,33130
43646,56260,44366
4665,42929,19110
16119,50728,23969
47941,14786,32580
25547,36814,40761
45973,56237,58038
12973,8398,41992
58677,37060,5933
367,49456,37099
37077,22673,35228
44581,30416,41435
28056,47168,495
28204,40982,36012
39406,19676,50148
46841,4329,26026
9594,8553,187
20338,50371,20886
36502,23028,2245
46668,33418,35566
41224,12376,26968
54261,20123,40917
50475,14387,61444
30482,19040,7121
32049,41041,57992
44825,48420,39307
11099,14465,33018
23993,39268,15034
26654,22163,42533
7990,14103,44630
21145,42852,60161
53746,57645,36246
2196,22337,55256
44001,18897,24949
12495,25801,27088
62350,8135,53619
1623,41113,36264
40040,36845,50608
30178,45792,52872
33836,43744,65328
47684,23468,59983
49047,50062,45803
23356,23553,30315
19620,63704,46768
45035,3986,39619
31423,3621,39829
37295,56840,29290
40713,58911,31113
59421,48183,59147
44282,3415,14109
47491,35344,15618
10084,63188,8230
45913,21405,30110
63340,15815,30530
22534,51609,9451
14967,9684,31559
58164,16000,16791
11575,27329,43920
26368,2783,61466
20882,49567,59694
29854,21212,7566
30567,19536,34099
4386,4991,45355
40610,22275,44061
10443,39788,14132
41647,47791,49728
53067,44590,47104
56633,51300,62078
21008,10209,32724
42048,46285,3575
52865,57328,56199
12118,2303,47216
55512,61199,25874
35791,29874,54003
1266,14154,24482
38259,51037,63944
9175,14261,53295
9435,6528,54397
9631,64627,24681
6754,24899,59887
23239,32997,48749
12978,52752,34134
10790,38920,54521
8132,12574,29069
50492,21059,48134
11842,60517,50955
38164,63058,3313
1542,31382,43758
55607,55708,37764
43424,601,12777
20630,61757,31910
5466,38470,24454
51507,52151,56611
55457,42698,42767
38270,5945,49738
8679,32743,59085
2004,38973,44684
34782,9515,46217
5042,15863,54477
22956,43892,54995
49566,43365,59581
59540,24324,62233
44876,21673,54592
20716,16420,28938
7548,25343,41913
47027,27153,22693
36957,9232,63539
14243,1285,59578
19305,17329,52085
47318,59430,46466
41714,46665,44789
14300,18082,8179
10778,53061,54203
44420,38395,1962
23397,47825,17625
59477,50046,47004
6011,47970,7802
9067,54042,2282
8346,60907,7807
58719,33127,41040
4431,42775,18758
2835,64563,34769
44987,57034,61662
45502,16800,45488
28246,51633,13356
43470,5826,24385
12599,13645,19817
10000,61870,12516
37784,25765,1006
36544,13923,38765
50733,6254,12784
36726,32219,33744
24656,35834,46007
20600,60871,65016
30650,38915,53172
48307,7917,31547
32881,21546,41735
19237,42298,32250
56341,26561,38598
52043,60715,15860
7466,63994,62245
32849,11977,29648
50469,2349,40609
48626,64727,46318
18501,52513,24754
53770,39114,22831
60692,35999,6057
34654,17960,41486
64432,18061,41938
62679,7285,19878
22540,35770,405
62359,27469,59253
7175,2121,23145
28093,35846,41478
14620,58941,58567
26143,10592,40097
13150,22941,62027
14952,31021,56817
5220,20902,40543
8975,58451,19671
24408,12909,21092
49652,5432,21
61621,529,5499
10652,7797,54511
32226,40838,17088
1099,42827,65528
51744,34358,37463
26901,36018,65020
14730,9444,44857
21184,54584,63437
34115,28385,42227
23192,29621,58115
56801,27521,62157
37266,37451,15964
30104,46671,42670
61003,49886,5610
44466,30002,36769
15366,15421,33065
64010,38492,64792
28080,59537,60045
21164,2156,15229
29058,2912,46790
12827,12445,26656
41427,58182,34105
62984,50693,115
50497,47720,39479
29490,17775,3165
17185,42341,23723
35638,14186,52416
37951,2202,30167
23059,6439,26733
33007,7938,54271
31431,1786,57219
13103,51473,24113
58775,53394,60930
31696,34012,59755
30947,15185,60991
34920,54588,47644
46484,5897,53702
7813,40460,11189
64871,5292,56058
13101,1191,29014
64823,21518,15005
27181,3109,53663
19982,51771,10338
64464,16408,39160
31447,27272,60057
30255,28330,55821
30365,43924,13758
25407,60066,7955
10579,9953,61075
23601,43751,4106
32408,16881,17379
40558,22227,1303
36618,47504,60373
23566,52500,54317
39943,13897,59904
28593,21357,62563
9956,23531,56755
39767,56318,5581
36526,44528,47899
39629,6654,64310
60620,11603,46162
55772,7862,21348
35987,35850,57702
63925,36453,19533
55743,21431,13038
25378,712,62814
65507,60296,10142
55927,27590,53366
58789,9974,54267
54897,23991,65534
27765,26056,57759
23447,49060,15736
39349,20801,57858
55368,3691,22939
12492,56509,43703
38654,52051,4636
27117,15084,62557
16909,65364,36459
18290,42948,54865
3703,42212,34898
41608,51309,39272
7162,57914,23852
34637,50088,30026
17536,8450,8531
55563,6855,43403
45407,28440,38416
20612,15317,33732
59898,33367,5415
10865,4191,32512
10709,63507,51039
23699,30195,25312
63737,11700,9806
34428,19574,30907
26957,53495,61372
41995,23236,25714
49296,43670,58912
24048,46288,27464
24174,7694,58466
36368,62859,4284
58666,3300,7821
863,59294,44707
44509,24838,14791
49175,15497,6981
29502,4429,21328
46434,36167,33740
27940,56487,54322
51306,44665,33127
40686,55626,34218
42764,2861,10983
50380,4260,58282
22848,36030,59081
48476,7515,52998
13347,53407,32790
41819,59229,30221
57230,29827,12788
17929,49017,25429
14017,33175,12360
47365,35058,63137
63426,32708,10472
24615,6371,55529
46279,62561,30909
5138,40286,24447
60334,498,54778
3128,18242,2752
43695,5493,46634
20330,18029,23251
60694,56120,50514
28606,43591,18892
3412,64449,51137
36852,42593,50977
36850,39209,55886
42898,58955,58868
38382,62954,53390
63209,26257,4378
58228,362,41801
14648,61951,58897
7007,61895,42260
11834,49052,38670
62356,242,62803
49015,15707,16624
54587,3436,46996
47696,15584,24432
12759,6826,4038
50450,27641,27657
7777,18159,34113
42662,46143,49021
31146,3698,58556
55739,49922,46579
37474,24215,55658
56475,11890,8519
40045,65487,2811
47827,39557,5912
42601,3009,31599
51770,24157,64716
13813,10291,21417
8898,44025,28961
27879,49290,10487
6393,38438,40732
33553,35450,3632
18735,57069,52402
1517,49403,26500
32903,25733,30700
18246,62758,16523
5686,14076,11183
41590,30809,35762
61594,33139,12762
59531,40846,46707
39324,63386,51731
32664,22341,28656
52850,61945,5509
24710,30091,956
53913,6575,44395
54246,29764,7980
63067,42761,58260
28882,12200,6508
20760,26572,37888
5564,31640,17164
17300,46998,38620
48327,13699,2897
37937,20421,56521
65394,42937,473
37189,5751,48975
33575,9319,55872
17744,3682,55201
16398,8804,57357
23450,48248,32166
63045,63962,16599
29873,60812,49811
5879,10171,22029
15017,63317,1992
38037,49818,53569
25140,19089,41894
64319,60470,45804
43941,32385,11853
62862,20069,52069
26207,55836,14189
16223,1868,45931
61127,49213,26388
62708,45356,1368
33148,4611,39946
31033,61521,31844
37001,54566,63343
12260,64047,8247
19323,8917,43924
58422,35542,53151
17819,64124,26047
18975,2000,5687
62193,27992,56934
50404,43650,43097
15809,27658,51901
2337,20888,35728
43603,6088,50669
36393,47983,40760
15835,13723,10965
54785,16562,62930
38771,13436,31159
33759,24473,61832
51155,3180,52560
5788,13050,58516
60824,31915,64190
28704,41016,33460
34741,25133,46528
30722,28146,14215
27188,29815,24653
31582,50946,52554
48001,34352,38221
40716,4215,29475
17581,59648,23389
17788,695,58568
14415,57568,21634
23467,29255,20255
44406,53594,52326
197,23704,53408
26867,33967,65266
52009,38803,25022
44745,47768,55568
56410,10058,31761
7228,10486,22881
31662,29060,426
2691,3024,64753
21689,38129,59194
47098,35975,63867
51630,21819,33130
43955,47561,44366
20526,26953,19110
57817,19540,23969
45090,48039,32580
28944,26565,40761
29881,38227,58038
47223,9297,41992
34080,61832,5933
30728,42797,37099
9044,6413,35228
45130,23041,41435
39056,58635,495
56659,27018,36012
7920,14552,50148
36216,41665,26026
59560,13638,187
49932,2921,20886
1337,60150,2245
52932,61985,35566
38887,1815,26968
10657,52272,40917
49874,50552,61444
45657,21236,7121
51048,15677,57992
34442,41027,39307
50157,61594,33018
9069,4600,15034
2298,25060,42533
63235,12575,44630
45140,48205,60161
8816,10800,36246
13702,33192,55256
49649,37787,24949
37925,58189,27088
36146,44107,53619
9095,47030,36264
54746,30400,50608
58403,6050,52872
42507,65015,65328
8344,6213,59983
64767,33349,45803
65452,39853,30315
58406,42803,46768
667,38216,39619
47386,38373,39829
32691,40439,29290
3970,25052,31113
53404,57552,59147
53358,53672,14109
61390,43932,15618
21064,15089,8230
3777,4486,30110
14441,10619,30530
10380,34984,9451
2782,55528,31559
41418,29539,16791
57431,29782,43920
32700,7099,61466
9522,32904,59694
41457,18551,7566
37800,4968,34099
53696,53279,45355
22323,57961,44061
30436,15225,14132
40080,26312,49728
40291,51594,47104
24822,61248,62078
42906,49303,32724
14190,63655,3575
15736,50092,56199
59248,51498,47216
10376,11145,25874
14878,26880,54003
32387,3969,24482
5758,893,63944
20471,58504,53295
60296,9849,54397
52504,38625,24681
22433,65462,59887
25478,16270,48749
25252,16690,34134
53313,14704,54521
33629,39074,29069
51057,64275,48134
39995,37799,50955
2418,56260,3313
28036,42929,43758
23147,50728,37764
29041,14786,12777
31467,36814,31910
35312,56237,24454
40730,8398,56611
40781,37060,42767
50398,49456,49738
33953,22673,59085
54326,30416,44684
17756,47168,46217
45646,40982,54477
51544,19676,54995
41874,4329,59581
54750,8553,62233
46307,50371,54592
51538,23028,28938
60018,33418,41913
41203,12376,22693
19460,20123,63539
4584,14387,59578
31685,19040,52085
31443,41041,46466
42351,48420,44789
21334,14465,8179
39269,39268,54203
35143,22163,1962
60264,14103,17625
18199,42852,47004
49509,57645,7802
2531,22337,2282
46774,18897,7807
48361,25801,41040
657,8135,18758
12090,41113,34769
9112,36845,61662
36107,45792,45488
28726,43744,13356
33750,23468,24385
45602,50062,19817
53527,23553,12516
41856,63704,1006
43646,3986,38765
4665,3621,12784
16119,56840,33744
47941,58911,46007
25547,48183,65016
45973,3415,53172
12973,35344,31547
58677,63188,41735
367,21405,32250
37077,15815,38598
44581,51609,15860
28056,9684,62245
28204,16000,29648
39406,27329,40609
46841,2783,46318
9594,49567,24754
20338,21212,22831
36502,19536,6057
46668,4991,41486
41224,22275,41938
54261,39788,19878
50475,47791,405
30482,44590,59253
32049,51300,23145
44825,10209,41478
11099,46285,58567
23993,57328,40097
26654,2303,62027
7990,61199,56817
21145,29874,40543
53746,14154,19671
2196,51037,21092
44001,14261,21
12495,6528,5499
62350,64627,54511
1623,24899,17088
40040,32997,65528
30178,52752,37463
33836,38920,65020
47684,12574,44857
49047,21059,63437
23356,60517,42227
19620,63058,58115
45035,31382,62157
31423,55708,15964
37295,601,42670
40713,61757,5610
59421,38470,36769
44282,52151,33065
47491,42698,64792
10084,5945,60045
45913,32743,15229
63340,38973,46790
22534,9515,26656
14967,15863,34105
58164,43892,115
11575,43365,39479
26368,24324,3165
20882,21673,23723
29854,16420,52416
30567,25343,30167
